CPU_Zscore,Memory_Zscore,Disk_Zscore,Network_Zscore,SSD_Health_Zscore,Memory_Pressure,CPU_Efficiency,System_Saturation,SSD_Wear,Label
1.2211869224207377,0.5146870676014664,0.348852381120189,-0.13403226457113507,0,287.42339999999996,0.07392638036809816,1.0867,0.0,0
1.0834789379443712,0.6294019547507073,0.47855868893238196,-0.13403226457113507,0,336.87090000000006,0.07064220183486239,1.0979400000000001,0.0,0
1.0762925142327815,0.7063021373241072,0.4622061085983341,-0.13399997437557928,0,317.3270999999999,0.07064220183486239,1.09814,0.0,0
1.0178705190896482,0.8581492571437803,0.3838561684462242,-0.13393543580479808,0,324.0615,0.07027863777089784,1.0878,0.0,0
1.2820087210262825,1.233057629963104,0.485107123062707,-0.13393543580479808,0,338.081,0.07678018575851393,1.13314,0.0,0
1.0159002669313968,1.3417298728510247,0.5150429363209619,-0.13393543580479808,0,377.2164,0.07080745341614907,1.12072,0.0,0
1.5225842844859374,0.4808898104125746,0.5900430089582798,-0.11492465905635961,0,281.8075,0.08322981366459628,1.14852,0.0,0
1.7521428715153813,0.5576472813540323,0.23962561800254578,-0.13396768458351116,0,173.09870000000004,0.0891304347826087,1.12182,0.0,0
1.8502658142966333,0.6717129390425942,0.23903009945047787,-0.12447842243036994,0,160.162,0.09192546583850932,1.13408,0.0,0
1.8205446993177794,0.7475576183766307,0.21469759931517796,-0.13399997437557928,0,158.40480000000002,0.09161490683229814,1.13208,0.0,0
1.7161249822030802,0.560130035924016,0.1477629759964181,-0.13399997437557928,0,178.115,0.08944099378881988,1.11122,0.0,0
1.726238365130488,0.6365590071746229,0.13925485086000963,-0.13399997437557928,0,160.8903,0.09006211180124224,1.11436,0.0,0
1.4371290069819072,0.8629641429963989,1.477064127371058,-0.13399997437557928,0,280.4025,0.08271604938271605,1.28296,0.0,0
1.3266064883122088,1.0502947781437426,0.334065454105078,-0.13399997437557928,0,194.546,0.08024691358024691,1.12348,0.0,0
1.4041911279399812,1.1236627731569726,0.15144804027057382,-0.13399997437557928,0,216.5156,0.0824074074074074,1.10774,0.0,0
0.9583258591835254,1.3061680363344939,0.7073328643056939,-0.13399997437557928,0,303.80490000000003,0.07160493827160494,1.15458,0.0,0
1.4493446449426821,1.3002078562708255,1.7428845272337423,-0.13399997437557928,0,739.7541000000001,0.08395061728395062,1.3388000000000002,0.0,0
1.0301046642858884,1.0344336671592376,1.1457497076753194,-0.13396768458351116,0,555.296,0.07376543209876543,1.21756,0.0,0
0.6380035033638686,0.9939406451253453,1.4803330582208363,-0.13396768458351116,0,675.0026,0.06419753086419754,1.23334,0.0,0
0.38400519150319756,1.2133952064355407,1.0663924865439662,-0.13396768458351116,0,565.2315000000001,0.058024691358024696,1.1629800000000001,0.0,0
1.0654881282706676,1.1344346072926481,1.2302480872885824,-0.10549956818660917,0,542.9843999999999,0.075,1.2398799999999999,0.0,0
0.6729166140502721,1.3882239476350091,0.8493503672291686,-0.1340644332190846,0,452.7,0.0654320987654321,1.1637,0.0,0
0.8426562206463121,1.3079409593690752,0.9230732837574438,-0.13403214265031183,0,479.91679999999997,0.06975308641975309,1.18676,0.0,0
0.8122492978967604,1.2657868373287717,0.7092658520097702,-0.13399985248513183,0,432.43829999999997,0.0691358024691358,1.1546399999999999,0.0,0
1.2909139688389026,1.7348532698926755,0.7643991381294754,-0.13399985248513183,0,464.74,0.08067484662576688,1.2149800000000002,0.0,0
1.9211347335542974,2.2283240730871294,1.457944827347363,-0.13399985248513183,0,393.192,0.09487951807228916,1.37912,0.0,0
3.125554602898828,3.2934939791333875,0.5354050182728192,0.34046474379544944,0,386.4,0.12447761194029852,1.3838,0.0,0
1.8483592523486487,3.465902143826768,0.29745798495236314,-0.05962803193701703,0,333.6508,0.09345238095238095,1.25496,0.0,0
1.6636620541631382,3.587725957575148,0.3061130551829739,-0.12630152066428216,0,342.6602,0.08875739644970414,1.24856,0.0,0
1.8758177263332134,3.4736899827000567,-0.12145413908626773,-0.13582173578973059,0,213.7272,0.09437869822485206,1.20714,0.0,0
2.1641917296008573,2.853123788783396,0.48336330215647283,-0.11684571366117015,0,498.64,0.10207100591715976,1.30098,0.0,0
2.6848814445484734,1.9709361629370772,0.5916853667512766,-0.11420851040395408,0,324.7704,0.11461988304093568,1.33764,0.0,0
3.4790033980877357,3.090763161992574,0.695519706738486,0.04863176778332993,0,170.3754,0.13705882352941176,1.4613,0.0,0
1.7973646803875554,3.6564750499546523,0.8195200379705699,-0.10218111316622527,0,136.1218,0.09470588235294118,1.35512,0.0,0
1.566082786524676,3.6286286595454964,0.6460263173079848,-0.12041897020281528,0,209.0796,0.08911764705882354,1.31446,0.0,0
1.4742574945244076,3.454041132988065,0.42129193562906436,-0.12956594416468992,0,139.3524,0.08731563421828908,1.2735200000000002,0.0,0
1.5645157669008563,3.407390439139796,0.45142625973536366,-0.1290541007045093,0,115.7284,0.08997050147492626,1.2882,0.0,0
1.6644343640155903,3.4210638397849453,0.5085271148803466,-0.1290541007045093,0,130.12480000000002,0.09292035398230089,1.30968,0.0,0
1.3256259208981178,3.374012284811599,0.45359794053457214,-0.1290541007045093,0,141.7766,0.08436578171091445,1.2745,0.0,0
1.2712974889277953,3.219568846680619,0.20294040843559577,-0.1290541007045093,0,140.768,0.0834319526627219,1.2328999999999999,0.0,0
1.2511741068851097,3.0744635121384265,0.2471951719146194,-0.1290541007045093,0,125.4559,0.08313609467455622,1.2354600000000002,0.0,0
1.3652933402878402,3.1239048459896717,0.31043241244947894,-0.11869720269199283,0,121.65839999999999,0.08488372093023255,1.2597,0.0,0
1.1434410694093393,2.6426658390254225,0.24537519027857305,-0.12740209881443745,0,120.8645,0.08029411764705882,1.21604,0.0,0
0.7445198763945461,2.6563312399738255,-0.18179991237529758,-0.12679564089581813,0,108.5793,0.07,1.1238200000000003,0.0,0
1.0191572432845128,2.6174751453106766,-0.2639685844852415,-0.12581342291635847,0,115.3604,0.07804154302670624,1.1376000000000002,0.0,0
0.9007888588005104,2.5546172068226376,-0.26820806672979663,-0.12508123595570347,0,133.7424,0.07507418397626113,1.12622,0.0,0
0.7719079160981912,2.5697922763548444,-0.29124601598594957,-0.1240370707269631,0,108.3032,0.07181008902077152,1.11422,0.0,0
0.7556573944968393,2.5839133196705513,-0.3205610557528311,-0.1227459804689801,0,105.78,0.07151335311572701,1.11134,0.0,0
1.0075524296792975,2.398014824967009,-0.24158595387509985,-0.1227459804689801,0,140.74060000000003,0.07857142857142857,1.1395,0.0,0
0.8783208713990287,2.1693950042542642,-0.3193948141946042,-0.1227459804689801,0,121.38359999999999,0.07552238805970149,1.1098999999999999,0.0,0
0.4586292343106902,2.0217608773426528,-0.3911231042092786,-0.11324574684804245,0,135.0486,0.06486486486486487,1.05812,0.0,0
0.4098374342848071,2.1231370102287523,-0.5747891261008308,-0.1227782171214467,0,100.1052,0.06385542168674699,1.03374,0.0,0
